county,year,precipitation,maximum_temperature,palmer_modified_drought_index_(pmdi),average_temperature,palmer_z-index,minimum_temperature,palmer_hydrological_drought_index_(phdi),palmer_drought_severity_index_(pdsi),heating_degree_days,cooling_degree_days
cache county,1990,23.68,54.9,-2.35,43.7,-1.07,32.5,-2.35,-2.35,7983,239
cache county,1991,28.53,52.7,0.75,42.2,-1.46,31.8,-0.49,-0.49,8493,215
cache county,1992,21.11,55.4,-1.52,44.2,0.37,33.1,0.30,0.30,7724,178
cache county,1993,31.15,50.9,0.95,40.6,-1.60,30.2,-0.90,-0.90,8914,24
cache county,1994,25.45,56.1,-0.11,45.0,-0.28,33.9,0.94,0.94,7574,325
cache county,1995,33.94,54.8,0.53,44.2,0.40,33.6,1.69,1.69,7725,149
cache county,1996,36.67,54.8,2.94,44.0,7.02,33.3,2.94,2.94,7855,227
cache county,1997,31.68,53.4,1.45,43.0,-1.16,32.6,2.37,2.37,8160,157
cache county,1998,37.84,53.9,1.75,43.9,-1.59,33.8,2.85,2.85,7952,260
cache county,1999,26.62,55.6,-3.04,44.2,-3.04,32.8,-3.04,-3.04,7740,181
cache county,2000,26.14,55.9,-2.39,45.0,-0.86,34.2,-2.43,-2.43,7585,333
cache county,2001,22.81,55.8,-1.82,44.5,1.32,33.2,-2.62,-2.62,7787,343
cache county,2002,21.67,53.7,-2.31,42.8,-1.30,31.8,-2.56,-2.56,8367,300
cache county,2003,24.24,56.4,-1.01,45.8,2.14,35.1,-1.99,-1.99,7368,399
cache county,2004,30.06,53.8,2.27,43.2,0.84,32.7,2.27,2.27,8054,157
cache county,2005,37.59,54.2,2.49,43.6,2.65,32.9,2.67,2.67,7996,225
cache county,2006,30.36,55.4,-0.49,44.4,-1.44,33.4,-0.49,-0.49,7771,293
cache county,2007,20.99,56.9,-2.91,45.3,-0.38,33.6,-2.91,-2.91,7558,389
cache county,2008,25.77,53.9,-1.75,42.7,0.05,31.5,0.02,0.02,8332,240
cache county,2009,29.85,53.8,-1.22,42.9,-1.42,32.0,-1.22,-1.22,8198,165
cache county,2010,31.62,53.9,2.72,43.3,5.27,32.6,2.72,2.72,8067,178
cache county,2011,33.21,53.1,0.07,42.7,-2.87,32.2,-1.21,-1.21,8346,231
cache county,2012,23.24,57.9,-1.92,46.5,1.45,35.0,-2.56,-2.56,7088,356
cache county,2013,18.83,54.0,-3.66,43.0,-1.31,31.9,-3.66,-3.66,8350,342
cache county,2014,31.18,56.2,-0.69,45.3,-0.55,34.5,-0.93,-0.93,7354,208
cache county,2015,26.51,57.6,-0.83,46.6,0.13,35.6,0.04,0.04,6944,246
cache county,2016,34.65,56.5,2.27,45.4,2.97,34.3,2.27,2.27,7383,265
cache county,2017,38.19,55.8,-1.87,44.9,-1.61,34.0,-1.90,-1.90,7630,323
cache county,2018,22.40,56.4,-2.31,45.3,-1.30,34.2,0.05,0.05,7481,327
cache county,2019,34.39,53.4,0.80,42.8,-0.22,32.3,-0.19,-0.19,8285,227
cache county,2020,19.90,56.4,-2.69,44.9,-2.74,33.4,-2.69,-2.69,7576,287
cache county,2021,24.90,57.0,-0.37,45.9,1.56,34.9,-1.86,-1.86,7330,410
cache county,2022,24.49,55.1,0.03,43.7,1.35,32.4,0.61,0.61,8069,361
cache county,2023,36.78,53.7,0.80,43.4,-0.50,33.0,1.53,1.53,8122,280
sanpete county,1990,17.62,56.2,-2.19,44.0,-0.95,31.7,-2.19,-2.19,7810,175
sanpete county,1991,18.04,55.0,-0.63,43.0,-1.89,30.9,-0.63,-0.63,8176,144
sanpete county,1992,17.83,56.9,-0.70,44.6,0.14,32.4,-1.12,0.13,7538,120
sanpete county,1993,21.88,54.2,0.19,42.3,-1.17,30.5,0.91,-0.39,8272,43
sanpete county,1994,17.99,57.4,0.87,44.9,-0.50,32.5,1.21,1.21,7572,296
sanpete county,1995,23.30,56.5,0.19,44.4,-0.62,32.3,1.83,-1.20,7629,118
sanpete county,1996,21.94,57.2,1.46,44.7,1.44,32.2,1.46,1.46,7605,218
sanpete county,1997,23.42,55.5,1.95,43.4,-0.77,31.3,2.46,2.46,7950,108
sanpete county,1998,23.55,55.2,2.62,43.5,-0.98,31.8,3.12,3.12,7972,169
sanpete county,1999,18.82,57.1,-1.74,44.5,-1.73,31.9,0.79,-1.99,7581,111
sanpete county,2000,20.16,57.4,-0.67,45.4,-0.80,33.4,-1.19,-1.19,7367,243
sanpete county,2001,17.59,57.6,-1.04,45.2,-0.46,32.8,-1.54,-1.54,7414,232
sanpete county,2002,14.75,56.9,0.19,43.9,-0.07,30.9,-1.75,-0.02,7958,281
sanpete county,2003,18.02,57.9,0.39,45.6,1.51,33.2,-0.99,0.83,7315,280
sanpete county,2004,19.94,56.0,1.84,43.9,0.39,31.7,1.84,1.84,7785,110
sanpete county,2005,22.53,57.1,1.94,44.8,0.78,32.5,2.18,2.18,7495,154
sanpete county,2006,21.30,56.8,0.70,44.2,-0.53,31.6,1.12,-0.18,7755,194
sanpete county,2007,17.03,57.9,-0.15,45.0,1.73,32.2,-1.05,0.58,7538,276
sanpete county,2008,17.89,55.6,-0.98,42.9,-0.04,30.3,-1.05,-0.01,8203,181
sanpete county,2009,18.14,56.1,-1.13,43.5,0.12,30.8,-1.27,-1.27,7968,142
sanpete county,2010,24.15,55.7,3.39,43.7,7.00,31.6,3.39,3.39,7898,149
sanpete county,2011,20.37,54.9,1.08,42.7,-1.86,30.4,2.14,-0.72,8255,150
sanpete county,2012,16.75,58.7,-2.00,45.9,0.76,33.1,-2.38,-2.38,7151,212
sanpete county,2013,17.22,55.4,-0.97,43.0,-1.44,30.6,-1.48,-1.48,8199,207
sanpete county,2014,19.93,58.0,0.41,45.7,1.23,33.4,-0.39,-0.39,7197,176
sanpete county,2015,16.79,59.0,0.02,46.4,1.18,33.9,-0.90,-0.90,6960,209
sanpete county,2016,17.63,58.3,-0.44,45.8,1.59,33.2,-1.24,0.53,7242,243
sanpete county,2017,18.13,59.2,-2.96,46.4,-2.84,33.7,-2.96,-2.96,7029,273
sanpete county,2018,15.97,58.6,-1.96,46.0,-0.25,33.5,-3.51,1.11,7260,370
sanpete county,2019,21.47,55.9,-1.31,43.6,-0.50,31.3,-1.31,-1.31,7984,211
sanpete county,2020,11.23,59.2,-4.65,45.9,-1.30,32.5,-4.65,-4.65,7249,309
sanpete county,2021,18.95,58.8,-0.78,46.1,2.93,33.3,-2.39,-2.39,7227,346
sanpete county,2022,16.57,57.8,-0.15,44.9,2.19,31.9,-1.20,0.73,7626,320
sanpete county,2023,20.61,56.5,-1.66,44.2,-2.01,32.0,-1.66,-1.66,7774,229
wayne county,1990,8.03,63.7,-3.17,51.3,-0.87,38.9,-3.17,-3.17,5821,842
wayne county,1991,9.68,61.4,0.70,49.4,0.68,37.3,-0.68,0.84,6356,675
wayne county,1992,9.58,62.6,-0.37,50.7,0.51,38.8,-0.81,0.17,5880,681
wayne county,1993,9.98,61.9,-0.27,49.8,-1.18,37.7,0.99,-0.70,6070,581
wayne county,1994,7.77,64.5,-0.62,52.2,0.49,39.8,-1.73,0.70,5706,1060
wayne county,1995,9.45,64.3,-1.88,51.8,-0.75,39.2,-1.88,-1.88,5494,674
wayne county,1996,8.41,65.3,-1.03,52.4,-0.37,39.6,-2.01,0.52,5510,957
wayne county,1997,12.58,62.6,1.01,50.6,-1.04,38.6,2.12,-0.77,5872,656
wayne county,1998,10.76,62.8,1.04,50.7,-0.43,38.7,1.52,-0.25,5962,799
wayne county,1999,8.94,64.6,-1.71,51.7,-0.54,38.9,-1.71,-1.71,5397,578
wayne county,2000,8.78,65.3,0.15,52.9,-0.52,40.5,-1.60,1.23,5373,1006
wayne county,2001,9.47,64.8,-1.20,52.3,-0.50,39.9,-1.20,-1.20,5494,904
wayne county,2002,6.40,64.7,-1.11,51.6,-0.89,38.5,-2.46,-2.46,5850,1000
wayne county,2003,7.96,65.8,-1.82,53.3,1.02,40.8,-2.42,-2.42,5286,1055
wayne county,2004,10.43,63.3,1.41,51.2,0.81,39.1,1.41,1.41,5711,727
wayne county,2005,11.45,64.4,0.85,52.1,-0.85,39.7,1.87,-0.72,5402,720
wayne county,2006,12.03,64.3,2.60,51.7,0.39,39.1,2.86,-0.09,5736,891
wayne county,2007,8.48,65.6,0.77,52.6,2.32,39.5,0.77,0.77,5530,1017
wayne county,2008,7.70,63.9,-0.21,50.8,1.40,37.8,-1.00,-1.00,6023,882
wayne county,2009,5.96,64.1,-2.90,51.1,0.32,38.2,-3.09,0.11,5847,819
wayne county,2010,13.02,62.7,2.99,50.6,1.00,38.4,2.99,2.99,5991,774
wayne county,2011,10.27,62.9,1.14,50.3,-0.59,37.8,1.96,-0.51,6130,816
wayne county,2012,7.45,66.4,-2.58,53.6,0.21,40.7,-2.72,-2.72,5155,1012
wayne county,2013,11.87,62.4,2.08,50.3,-0.14,38.1,2.24,-0.05,6246,912
wayne county,2014,8.74,65.3,-0.82,53.0,0.38,40.6,-1.31,-0.87,5213,850
wayne county,2015,14.87,64.6,2.59,52.3,0.48,40.0,2.59,2.59,5443,821
wayne county,2016,8.98,64.8,-0.53,52.2,0.05,39.7,-0.53,-0.53,5506,880
wayne county,2017,7.39,66.6,-3.22,53.6,-1.64,40.5,-3.22,-3.22,5105,946
wayne county,2018,7.76,65.5,-0.92,52.9,0.18,40.2,-2.87,1.42,5553,1151
wayne county,2019,10.62,62.6,1.07,50.3,0.69,38.1,2.40,-0.64,6192,869
wayne county,2020,4.35,65.8,-3.84,52.3,-0.48,38.8,-3.84,-3.84,5614,1021
wayne county,2021,10.12,65.5,-0.08,52.6,0.54,39.6,-1.54,-1.54,5561,1047
wayne county,2022,7.23,64.8,-1.65,51.8,0.39,38.7,-2.04,0.14,5809,1013
wayne county,2023,9.61,63.6,-1.14,51.2,-1.22,38.7,-1.14,-1.14,5912,908
grand county,1990,10.06,64.0,-3.24,51.3,-0.42,38.6,-3.34,-3.34,5918,951
grand county,1991,12.72,61.6,0.82,49.3,-0.15,37.1,1.01,-0.05,6474,792
grand county,1992,12.17,63.0,-0.41,50.5,0.63,38.1,0.30,0.30,5991,737
grand county,1993,15.41,61.9,2.70,49.6,-0.65,37.2,3.02,-0.22,6202,610
grand county,1994,11.53,64.7,1.04,52.0,0.14,39.3,1.04,1.04,5833,1142
grand county,1995,11.91,64.6,-2.04,51.7,-1.69,38.7,-2.04,-2.04,5571,731
grand county,1996,12.66,65.0,0.51,52.0,-0.42,39.0,-1.11,1.08,5735,1010
grand county,1997,16.10,62.6,2.53,50.2,-0.78,37.8,2.94,2.94,6109,752
grand county,1998,12.53,63.5,0.13,51.1,-1.00,38.8,1.13,-0.48,5942,914
grand county,1999,11.99,64.7,-1.89,51.4,-1.36,38.2,-1.89,-1.89,5599,690
grand county,2000,10.88,65.6,-1.76,52.8,-0.74,40.0,-2.14,0.10,5529,1100
grand county,2001,12.01,65.5,-1.37,52.6,-0.81,39.7,-1.37,-1.37,5519,1018
grand county,2002,7.99,65.1,-1.89,51.5,-1.43,37.9,-3.03,-3.03,5980,1085
grand county,2003,9.48,66.2,-2.68,53.1,0.38,39.9,-3.12,-3.12,5400,1102
grand county,2004,13.53,63.7,1.65,51.3,0.29,38.9,1.65,1.65,5750,801
grand county,2005,13.55,65.1,-0.08,52.3,-1.28,39.5,1.33,-0.99,5416,814
grand county,2006,14.11,64.9,2.19,51.7,-0.18,38.5,2.53,-0.17,5771,956
grand county,2007,11.28,66.0,0.84,52.6,2.51,39.1,0.84,0.84,5631,1112
grand county,2008,10.76,64.0,0.54,50.6,1.71,37.2,-0.57,-0.57,6147,927
grand county,2009,9.28,64.1,-1.66,51.0,0.99,38.0,-2.14,0.33,5946,875
grand county,2010,13.97,63.5,1.62,50.8,3.44,38.2,1.62,1.62,6014,895
grand county,2011,12.69,63.2,0.76,50.2,-0.45,37.3,1.28,-0.26,6228,881
grand county,2012,7.11,67.1,-3.46,53.5,0.67,39.9,-3.77,-3.77,5298,1140
grand county,2013,13.47,61.8,1.47,49.6,-0.27,37.4,1.67,-0.09,6571,992
grand county,2014,12.20,65.0,-0.80,52.4,0.07,39.8,-0.95,-0.95,5447,879
grand county,2015,16.18,65.6,1.35,52.9,1.38,40.2,1.35,1.35,5337,944
grand county,2016,11.84,65.4,-0.63,52.8,0.23,40.1,0.08,0.08,5439,1007
grand county,2017,8.78,66.8,-3.38,53.8,-1.28,40.8,-3.38,-3.38,5147,1080
grand county,2018,10.47,65.7,-1.68,53.0,0.08,40.4,-2.84,0.73,5621,1283
grand county,2019,13.60,62.9,-0.01,50.7,1.07,38.4,1.76,-1.09,6201,999
grand county,2020,6.38,66.3,-4.20,52.8,-0.92,39.4,-4.20,-4.20,5572,1178
grand county,2021,12.47,66.1,-1.09,53.4,2.14,40.7,-2.22,-2.22,5427,1229
grand county,2022,10.72,65.4,-0.26,52.2,1.32,39.1,-1.43,0.77,5754,1142
grand county,2023,10.70,64.6,-1.84,51.7,-1.18,38.8,-1.84,-1.84,5851,1031
emery county,1990,7.36,63.8,-3.57,50.7,-1.01,37.6,-3.57,-3.57,6026,836
emery county,1991,9.51,61.6,-0.40,49.1,-0.56,36.6,-1.22,0.34,6487,700
emery county,1992,9.76,63.0,-0.24,50.5,0.52,37.9,-0.76,0.17,5961,698
emery county,1993,10.84,61.6,0.95,49.2,-1.07,36.7,1.63,-0.36,6277,541
emery county,1994,8.48,64.6,0.66,51.5,0.25,38.5,-0.99,1.12,5909,1046
emery county,1995,10.62,64.2,-1.42,51.1,-1.02,38.1,0.66,-1.53,5680,635
emery county,1996,8.84,64.8,-0.18,51.5,-0.17,38.2,-1.50,0.83,5811,921
emery county,1997,13.48,62.3,2.02,49.7,-1.16,37.2,2.92,2.92,6170,647
emery county,1998,10.67,62.9,0.64,50.3,-1.39,37.7,1.39,-0.47,6103,777
emery county,1999,9.10,64.5,-1.80,51.0,-1.12,37.5,-1.80,-1.80,5695,619
emery county,2000,9.32,65.0,-0.28,52.1,-0.76,39.3,-1.47,0.71,5614,952
emery county,2001,8.86,64.7,-1.40,51.6,-0.72,38.6,-1.40,-1.40,5752,908
emery county,2002,6.62,64.7,-0.57,50.9,-0.90,37.1,-2.40,-2.40,6100,991
emery county,2003,7.49,65.8,-1.94,52.6,0.83,39.4,-2.63,-2.63,5509,1039
emery county,2004,10.80,63.1,1.68,50.4,0.44,37.7,1.68,1.68,5974,700
emery county,2005,11.37,64.4,1.07,51.5,-0.86,38.6,1.96,-0.61,5600,718
emery county,2006,11.14,64.1,1.40,51.0,-0.22,37.9,1.98,-0.34,5970,880
emery county,2007,8.20,65.5,0.20,52.0,2.39,38.4,-0.97,0.80,5775,1036
emery county,2008,7.75,63.3,-0.20,49.9,1.40,36.5,-0.99,-0.99,6354,865
emery county,2009,7.20,63.6,-2.07,50.4,0.58,37.1,-2.37,0.19,6120,810
emery county,2010,11.66,62.8,2.21,50.0,3.51,37.2,2.21,2.21,6216,781
emery county,2011,10.10,62.5,0.82,49.5,-1.07,36.4,1.90,-0.65,6402,771
emery county,2012,6.45,66.3,-2.97,52.7,0.72,39.2,-3.30,-3.30,5437,999
emery county,2013,11.07,62.2,1.02,49.5,-0.82,36.8,1.54,-0.27,6513,893
emery county,2014,9.39,64.8,-0.86,52.0,0.11,39.2,-0.86,-0.86,5502,799
emery county,2015,12.59,65.2,1.13,52.2,0.44,39.2,1.13,1.13,5497,847
emery county,2016,9.14,64.8,0.01,51.8,0.85,38.8,-1.03,0.53,5689,900
emery county,2017,7.74,66.1,-2.68,52.6,-1.60,39.2,-2.68,-2.68,5426,944
emery county,2018,8.27,65.5,-0.60,52.3,-0.43,39.0,-2.45,1.32,5765,1145
emery county,2019,10.11,62.6,-0.01,49.8,0.47,36.9,1.85,-1.19,6401,875
emery county,2020,4.72,65.7,-4.10,51.8,-0.52,38.0,-4.10,-4.10,5799,1041
emery county,2021,9.36,65.4,-0.85,52.0,1.15,38.6,-2.02,-2.02,5788,1070
emery county,2022,7.54,64.9,-1.38,51.1,0.90,37.3,-1.94,0.30,6054,1032
emery county,2023,9.54,63.4,-1.31,50.3,-1.19,37.3,-1.31,-1.31,6185,881
kane county,1990,10.30,65.0,-3.30,52.1,-0.99,39.0,-3.30,-3.30,5527,825
kane county,1991,10.24,63.8,-1.66,51.2,0.26,38.5,-1.99,0.16,5776,751
kane county,1992,16.18,64.2,1.64,52.0,0.58,39.7,2.03,2.03,5424,687
kane county,1993,16.02,64.1,0.96,51.4,-1.33,38.8,1.92,-0.48,5527,608
kane county,1994,10.22,65.7,-0.77,52.7,0.27,39.8,-1.57,0.45,5488,1059
kane county,1995,13.40,65.9,-1.26,52.8,-1.21,39.7,1.09,-1.79,5151,713
kane county,1996,10.39,67.1,-1.25,53.7,0.25,40.3,-2.24,0.65,5107,1002
kane county,1997,14.85,64.8,1.05,52.1,-1.28,39.4,2.00,2.00,5385,718
kane county,1998,16.12,63.6,2.53,51.2,-1.06,38.7,3.01,-0.35,5762,747
kane county,1999,9.22,66.2,-2.08,52.5,-2.01,38.8,-2.08,-2.08,5143,628
kane county,2000,11.29,66.9,-0.22,53.9,-1.15,40.9,-1.99,1.22,5036,1028
kane county,2001,11.14,66.5,-1.37,53.3,-0.25,40.1,-1.37,-1.37,5146,912
kane county,2002,7.07,66.7,-2.26,53.0,-0.70,39.3,-3.52,-3.52,5403,1058
kane county,2003,9.58,67.4,-2.88,54.1,0.19,40.9,-3.25,-3.25,5011,1096
kane county,2004,15.81,65.1,3.60,52.3,1.37,39.4,3.60,3.60,5358,755
kane county,2005,16.29,65.7,1.22,52.7,-1.53,39.7,2.83,-1.19,5186,729
kane county,2006,12.52,66.2,0.16,52.8,-0.11,39.5,1.00,-0.46,5361,936
kane county,2007,9.47,67.4,-1.52,53.7,1.40,40.0,-2.16,-2.16,5135,1036
kane county,2008,10.61,65.9,-0.32,52.2,1.82,38.5,-1.22,-1.22,5553,898
kane county,2009,7.72,66.2,-2.34,52.5,1.17,38.9,-2.86,0.39,5388,867
kane county,2010,18.04,64.8,4.30,52.0,4.93,39.3,4.30,4.30,5523,836
kane county,2011,10.97,65.0,1.62,51.6,-0.67,38.3,2.43,-0.39,5673,824
kane county,2012,9.99,68.1,-2.15,54.4,0.44,40.7,-2.40,-2.40,4864,1039
kane county,2013,13.56,65.3,1.71,52.1,-0.47,38.9,1.97,-0.16,5610,937
kane county,2014,9.47,67.8,-1.88,54.3,-0.47,40.8,-2.30,-2.30,4755,881
kane county,2015,16.84,66.3,1.30,53.6,-0.49,40.8,1.66,-0.17,4993,844
kane county,2016,13.30,67.0,0.21,53.9,1.07,40.8,0.85,0.85,4950,924
kane county,2017,10.38,68.4,-2.70,54.8,-2.54,41.3,-2.70,-2.70,4684,990
kane county,2018,11.25,67.7,-1.57,54.3,-0.70,41.0,-2.60,0.59,5040,1181
kane county,2019,16.38,64.6,2.42,51.7,1.45,38.8,3.03,1.58,5712,897
kane county,2020,5.10,68.6,-3.96,54.4,-1.49,40.1,-3.96,-3.96,4965,1127
kane county,2021,11.82,68.2,-1.67,54.5,1.90,40.8,-2.63,-2.63,5004,1198
kane county,2022,9.49,67.2,-1.32,53.4,0.52,39.7,-2.22,0.47,5279,1102
kane county,2023,14.41,64.9,-1.43,51.9,-2.29,39.0,0.65,-1.54,5557,839
juab county,1990,10.21,63.4,-3.14,50.2,-0.85,36.9,-3.14,-3.14,6208,833
juab county,1991,12.07,61.6,-0.12,48.9,-1.09,36.1,0.67,-0.36,6594,717
juab county,1992,9.40,64.0,-1.99,50.8,0.44,37.5,-2.40,0.19,5871,699
juab county,1993,13.02,60.3,1.25,47.6,-1.09,34.8,1.79,-0.36,6739,422
juab county,1994,12.53,64.4,1.21,51.2,-0.16,38.1,1.37,1.37,5969,990
juab county,1995,14.13,63.7,0.83,50.4,-0.57,37.1,2.86,2.86,5902,593
juab county,1996,12.81,64.4,0.37,50.8,0.62,37.1,1.26,1.26,5957,798
juab county,1997,15.27,62.6,2.84,49.6,-0.66,36.7,3.32,3.32,6243,671
juab county,1998,17.67,62.2,4.86,49.6,-0.94,37.0,5.47,5.47,6297,715
juab county,1999,10.80,64.6,-2.30,50.6,-1.65,36.6,-2.30,-2.30,5888,671
juab county,2000,13.53,64.7,0.19,51.6,-0.96,38.4,0.89,-0.35,5799,931
juab county,2001,9.71,65.0,-1.41,51.5,-0.05,37.9,-1.89,-1.89,5869,956
juab county,2002,7.46,63.7,-2.21,49.8,-1.13,35.8,-2.95,-2.95,6377,869
juab county,2003,10.96,65.4,-0.65,52.0,2.13,38.6,-2.03,1.06,5666,970
juab county,2004,12.45,62.7,1.71,50.1,0.24,37.4,1.71,1.71,6100,696
juab county,2005,15.14,63.6,2.02,50.7,-0.65,37.8,3.07,-0.78,5908,736
juab county,2006,11.17,64.0,-0.87,50.4,-0.99,36.9,-1.23,-1.23,6147,883
juab county,2007,9.42,64.9,-2.18,50.8,1.88,36.7,-2.96,-2.96,6186,1030
juab county,2008,9.60,63.3,-1.76,49.4,-0.14,35.6,-1.76,-1.76,6458,816
juab county,2009,11.06,63.0,-0.39,49.3,1.09,35.7,-1.03,-1.03,6401,715
juab county,2010,14.47,62.7,2.79,49.7,5.74,36.8,2.79,2.79,6304,759
juab county,2011,13.68,61.6,2.60,48.6,-1.66,35.7,3.66,-0.73,6701,758
juab county,2012,10.47,66.3,-0.52,52.4,2.97,38.5,-1.79,-1.79,5531,968
juab county,2013,10.15,61.4,-0.53,48.4,-0.10,35.3,-1.28,-1.28,6997,959
juab county,2014,10.86,65.2,-0.72,51.7,0.14,38.3,-1.72,-1.72,5600,793
juab county,2015,11.11,65.3,-2.04,52.3,0.46,39.3,-2.48,-2.48,5520,904
juab county,2016,10.42,64.5,-1.17,51.4,2.24,38.2,-2.13,0.75,5849,910
juab county,2017,10.92,64.8,-2.10,51.6,-2.22,38.4,-2.10,-2.10,5813,941
juab county,2018,10.54,64.5,-1.06,51.4,0.18,38.2,-2.44,0.96,5981,1049
juab county,2019,15.95,61.9,3.45,49.3,0.77,36.7,3.68,0.57,6494,792
juab county,2020,4.53,65.9,-4.83,51.9,-0.72,37.9,-4.83,-4.83,5758,1018
juab county,2021,11.80,65.6,-0.02,52.0,3.05,38.4,-2.00,-2.00,5780,1058
juab county,2022,9.29,64.9,0.23,50.9,2.79,36.9,-1.53,1.37,6156,1070
juab county,2023,13.22,62.3,-0.25,49.7,-2.14,37.1,1.41,1.41,6352,823
davis county,1990,20.18,60.1,-2.94,49.1,-1.47,38.1,-2.94,-2.94,6484,707
davis county,1991,27.86,58.5,0.60,48.0,-1.46,37.4,1.34,-0.49,6809,623
davis county,1992,20.85,60.7,-0.18,49.8,0.65,38.9,-1.34,0.75,6103,578
davis county,1993,30.20,56.7,2.05,46.2,-1.29,35.7,2.85,-0.58,7064,250
davis county,1994,26.22,61.3,1.98,50.3,0.42,39.3,1.98,1.98,6187,864
davis county,1995,30.03,60.4,-0.31,49.7,-0.56,39.0,1.40,-1.21,6081,516
davis county,1996,31.51,60.4,1.44,49.5,2.72,38.6,1.44,1.44,6292,689
davis county,1997,27.55,59.4,-0.07,48.8,-1.11,38.2,1.13,1.13,6480,600
davis county,1998,34.26,59.2,1.91,49.0,-1.52,38.8,2.85,2.85,6453,652
davis county,1999,23.41,61.1,-2.58,49.8,-2.06,38.5,-2.58,-2.58,6087,575
davis county,2000,25.62,61.2,-0.50,50.5,-0.58,39.9,-1.56,-1.56,6092,846
davis county,2001,22.22,61.6,-1.44,50.7,0.15,39.7,-2.06,-2.06,6064,872
davis county,2002,18.74,59.8,-2.92,48.8,-1.55,37.8,-2.92,-2.92,6637,764
davis county,2003,22.64,61.8,-0.49,51.1,2.51,40.3,-1.90,1.09,5921,894
davis county,2004,26.66,59.4,2.07,48.9,0.76,38.4,2.07,2.07,6377,548
davis county,2005,30.40,60.5,0.50,49.7,0.75,39.0,1.58,1.58,6146,617
davis county,2006,28.23,60.8,-0.31,49.8,-1.23,38.8,0.60,-0.41,6255,750
davis county,2007,22.24,61.9,-0.61,50.6,1.57,39.2,-1.43,0.52,6132,904
davis county,2008,21.86,59.3,-1.48,48.2,-0.35,37.1,-1.48,-1.48,6755,678
davis county,2009,26.42,59.5,-1.08,48.6,-0.77,37.7,-1.08,-1.08,6534,587
davis county,2010,29.27,59.5,2.64,48.9,4.17,38.3,2.64,2.64,6432,592
davis county,2011,30.53,58.7,0.21,48.1,-2.79,37.4,1.73,-1.11,6782,651
davis county,2012,19.77,63.1,-3.11,52.0,-0.03,40.9,-3.16,-3.16,5623,905
davis county,2013,18.80,59.2,-3.16,48.6,-0.79,38.0,-3.16,-3.16,6745,809
davis county,2014,25.02,61.6,-1.34,51.1,-0.33,40.5,-1.34,-1.34,5724,662
davis county,2015,25.02,62.3,0.20,51.8,0.64,41.4,-0.98,-0.98,5511,719
davis county,2016,26.30,61.9,0.06,51.3,1.20,40.6,-1.03,0.60,5772,789
davis county,2017,26.91,62.3,-2.59,51.4,-1.77,40.5,-2.59,-2.59,5834,894
davis county,2018,19.78,61.8,-1.50,51.3,-0.20,40.8,-2.88,0.96,5888,934
davis county,2019,32.64,59.1,-0.42,48.9,-0.20,38.8,1.02,-0.86,6544,721
davis county,2020,16.08,62.1,-4.32,51.0,-2.62,39.9,-4.32,-4.32,5907,840
davis county,2021,23.63,62.4,-0.84,51.7,0.91,41.0,-2.32,-2.32,5806,992
davis county,2022,22.19,61.8,0.07,50.1,1.19,38.5,-1.09,0.76,6313,937
davis county,2023,31.57,60.3,-1.20,49.8,-0.94,39.4,-1.20,-1.20,6250,754
piute county,1990,14.73,56.7,-3.66,43.6,-0.69,30.4,-3.66,-3.66,7897,108
piute county,1991,17.07,55.2,0.12,42.5,-1.01,29.8,0.81,-0.34,8273,74
piute county,1992,18.33,56.5,0.39,43.8,0.23,31.2,0.39,0.39,7749,46
piute county,1993,19.29,55.0,-0.74,42.5,-1.15,30.1,-0.74,-0.74,8190,20
piute county,1994,16.12,57.1,0.94,44.3,-0.62,31.5,-0.70,1.10,7720,195
piute county,1995,19.27,56.9,-1.64,44.2,-0.89,31.4,0.72,-1.81,7664,66
piute county,1996,17.37,57.8,0.70,44.7,0.73,31.6,-0.75,0.92,7539,164
piute county,1997,22.13,55.7,2.61,43.3,-0.54,30.8,2.94,2.94,7941,51
piute county,1998,20.58,55.0,2.83,42.7,-0.36,30.3,3.12,3.12,8209,103
piute county,1999,15.45,57.5,-1.94,44.0,-1.79,30.5,-1.94,-1.94,7677,56
piute county,2000,17.36,57.8,0.50,45.1,-0.72,32.3,-0.89,-0.38,7390,142
piute county,2001,15.59,58.0,-0.87,44.9,-0.93,31.7,-1.10,-1.10,7458,134
piute county,2002,11.86,57.7,-1.22,43.9,-0.23,30.2,-2.95,-2.95,7879,222
piute county,2003,14.75,58.4,-1.63,45.4,1.07,32.4,-2.17,-2.17,7321,220
piute county,2004,18.27,56.3,2.46,43.6,1.20,31.0,2.46,2.46,7829,72
piute county,2005,20.37,57.1,1.11,44.5,-0.80,31.9,2.23,-0.81,7566,101
piute county,2006,18.58,57.1,1.84,43.9,0.36,30.8,1.84,1.84,7803,138
piute county,2007,15.59,58.2,0.73,44.7,2.75,31.1,-0.68,0.92,7571,178
piute county,2008,14.28,56.5,-0.71,43.0,0.70,29.5,-1.16,-1.16,8127,116
piute county,2009,12.69,56.8,-1.92,43.5,0.90,30.1,-2.35,0.30,7938,90
piute county,2010,22.98,55.9,4.23,43.1,6.30,30.2,4.23,4.23,8067,91
piute county,2011,19.40,55.8,1.91,42.7,-1.76,29.6,2.98,-0.83,8186,92
piute county,2012,15.72,58.7,-1.82,45.3,0.62,31.9,-2.15,-2.15,7262,121
piute county,2013,18.30,56.2,0.70,43.0,-0.28,29.9,1.42,-0.42,8099,123
